Date,Open,High,Low,Close,Adj Close,Volume
8/10/2015,57.69,58.08,57.42,57.68,54.06,"4,613,200"
8/11/2015,57.07,57.494999,56.814999,57.23,53.638035,5107400
8/12/2015,56.77,56.875,55.325001,56.529999,52.981972,7127000
8/13/2015,56.634998,57.264999,56.474998,56.799999,53.235016,5907800
8/14/2015,56.794998,57.285,56.555,57.18,53.591167,4685200
8/17/2015,57.060001,57.564999,56.544998,57.490002,53.88171,3917400
8/18/2015,57.560001,57.84,57.294998,57.41,53.806728,3669400
8/19/2015,57,58.025002,56.775002,57.48,53.872345,6216400
8/20/2015,56.855,57.224998,56.119999,56.150002,52.62582,6536800
8/21/2015,55.735001,55.830002,53.419998,53.435001,50.081226,15912800
8/24/2015,50.130001,53.689999,47.25,51.935001,48.675365,19882600
8/25/2015,53.639999,53.654999,51.740002,51.764999,48.516037,13616200
8/26/2015,53.25,54.505001,51.990002,54.380001,50.966908,15156000
8/27/2015,55.185001,56.345001,54.814999,56.310001,52.77578,13617400
8/28/2015,56.299999,56.5,55.82,56.25,52.719532,7526200
8/31/2015,56.195,56.244999,55.615002,55.875,52.36808,7073600
9/1/2015,54.490002,54.915001,54.014999,54.314999,50.905983,9385200
9/2/2015,55.075001,55.389999,54.599998,55.349998,51.87603,8536400
9/3/2015,55.615002,56.044998,55.205002,55.424999,52.210438,6065000
9/4/2015,54.610001,55.215,54.470001,54.845001,51.664078,7126200
9/8/2015,55.73,55.935001,55.110001,55.875,52.634335,5511400
9/9/2015,56.355,56.494999,54.805,54.93,51.744152,6349800
9/10/2015,54.830002,55.52,54.470001,55.189999,51.989075,7363000
9/11/2015,55.115002,55.919998,54.994999,55.91,52.667305,5589600
9/14/2015,55.755001,56.029999,55.57,55.945,52.700268,6833200
9/15/2015,55.950001,57.040001,55.400002,56.919998,53.618732,7699400
9/16/2015,57.165001,57.955002,56.919998,57.790001,54.438271,8104400
9/17/2015,57.619999,58.395,57.279999,57.634998,54.292259,8062600
9/18/2015,57.075001,57.814999,56.880001,57.525002,54.188644,18615000
9/21/2015,57.834999,58.544998,57.380001,58.279999,54.899853,8746600
9/22/2015,57.625,58.080002,57.189999,57.985001,54.621967,7555400
9/23/2015,57.985001,58.299999,57.599998,57.715,54.367611,9055800
9/24/2015,57.150002,57.575001,56.75,57.395,54.066174,14352600
9/25/2015,61.564999,62.974998,61.349998,62.5,58.875092,36968200
9/28/2015,62.25,62.380001,60.424999,61.07,57.528042,16450800
9/29/2015,61,61.044998,59.525002,59.834999,56.364655,14414400
9/30/2015,60.369999,61.560001,60.369999,61.485001,57.918968,9437800
10/1/2015,61.580002,61.970001,60.639999,61.915001,58.32402,8994200
10/2/2015,61.044998,62.605,60.779999,62.605,58.974007,9114400
10/5/2015,62.919998,63.244999,62.044998,62.134998,58.531269,9646400
10/6/2015,62.134998,62.400002,61.294998,61.595001,58.022594,7665400
10/7/2015,61.805,62.224998,60.5,61.049999,57.509186,10215400
10/8/2015,61.459999,62.619999,61.334999,62.455002,58.832714,7622600
10/9/2015,62.279999,62.669998,62.044998,62.470001,58.846836,6940600
10/12/2015,62.599998,63.549999,62.509998,63.215,59.548618,5449000
10/13/2015,63,63.27,62.794998,62.904999,59.256611,6355400
10/14/2015,62.994999,63.305,62.695,62.919998,59.270733,6509000
10/15/2015,63.610001,64.584999,63.48,64.394997,60.660183,10764800
10/16/2015,64.75,65.294998,64.434998,65.235001,61.451477,9321600
10/19/2015,65.855003,66.760002,65.555,66.605003,62.742012,12587800
10/20/2015,66.525002,66.68,65.985001,66.184998,62.346367,9104200
10/21/2015,66.324997,66.610001,65.915001,66.235001,62.393471,5504000
10/22/2015,66.434998,66.724998,65.290001,66.205002,62.365208,9294800
10/23/2015,66.535004,66.599998,64.455002,65.264999,61.479721,10517800
10/26/2015,65.135002,66.114998,65.135002,65.690002,61.880089,6882800
10/27/2015,65.5,65.620003,64.830002,65.410004,61.616333,6150000
10/28/2015,65.860001,66.025002,64.964996,65.644997,61.837692,7091400
10/29/2015,65.339996,65.735001,64.980003,65.559998,61.757626,4959000
10/30/2015,65.775002,65.809998,65.035004,65.514999,61.715221,7230800
11/2/2015,65.864998,66,64.730003,65.595001,61.790588,6123200
11/3/2015,65.620003,65.849998,65.339996,65.699997,61.889503,5492000
11/4/2015,65.695,65.934998,64.940002,65.18,61.399662,5190200
11/5/2015,65.589996,66.220001,65.230003,65.93,62.106152,5068200
11/6/2015,65.800003,66.470001,65.68,65.889999,62.068489,4837600
11/9/2015,65.625,65.709999,64.635002,65.239998,61.456177,6181200
11/10/2015,65.044998,65.345001,64.764999,65,61.23011,5287400
11/11/2015,65.139999,65.294998,63.639999,63.709999,60.014915,8578000
11/12/2015,63.5,64,62.705002,62.990002,59.336674,9388000
11/13/2015,62.540001,62.610001,60.575001,60.93,57.396152,16371000
11/16/2015,60.900002,61.740002,60.669998,61.73,58.14975,9146400
11/17/2015,61.525002,61.799999,60.209999,61.290001,57.735268,10581600
11/18/2015,61.52,63.014999,61.330002,62.889999,59.24247,10597800
11/19/2015,63.130001,63.494999,62.689999,62.889999,59.24247,8557600
11/20/2015,66.035004,66.400002,65.239998,66.324997,62.478264,19064800
11/23/2015,66.410004,66.5,65.889999,66.230003,62.38876,7135600
11/24/2015,65.815002,66.489998,65.629997,66.254997,62.412308,5311600
11/25/2015,66.540001,67.275002,66.514999,67.065002,63.175343,6989000
11/27/2015,67.459999,67.650002,66.665001,67.165001,63.269531,4527800
11/30/2015,66.964996,67.095001,65.82,66.139999,62.303986,8738800
12/1/2015,66.059998,66.709999,65.959999,66.654999,62.789097,6857000
12/2/2015,66.425003,66.610001,66.050003,66.324997,62.478264,7965600
12/3/2015,66.555,66.68,64.5,64.559998,60.815617,10649800
12/4/2015,64.900002,66.459999,64.900002,66.165001,62.327541,7410400
12/7/2015,66.375,66.449997,65.305,65.800003,62.28495,6190000
12/8/2015,65.434998,66.370003,65.214996,65.849998,62.332272,5605800
12/9/2015,65.379997,65.769997,63.869999,64.419998,60.978661,7442800
12/10/2015,64.360001,64.82,64.004997,64.32,60.883987,5682600
12/11/2015,63.810001,63.869999,62.834999,63.145,59.77177,8276000
12/14/2015,63.314999,64.165001,63.060001,63.93,60.514828,7991400
12/15/2015,64.800003,65,64.175003,64.305,60.869804,6869600
12/16/2015,64.684998,65.599998,64.410004,65.464996,61.967846,7542200
12/17/2015,65.849998,65.925003,65.035004,65.110001,61.631798,7400800
12/18/2015,64.864998,65.264999,64.184998,64.260002,60.827198,13804600
12/21/2015,64.839996,65.154999,64.305,64.900002,61.433014,8972600
12/22/2015,65.739998,65.925003,64.910004,65.925003,62.403271,17218400
12/23/2015,68.120003,68.195,63.91,64.355003,60.917126,57319400
12/24/2015,64.550003,64.730003,62.150002,63.18,59.804909,13889100
12/28/2015,63.209999,63.880001,62.799999,63.810001,60.401253,8786800
12/29/2015,64.309998,64.480003,64.019997,64.260002,60.827198,6708600
12/30/2015,64.360001,64.400002,63.169998,63.25,59.871159,5817900
12/31/2015,63.150002,63.169998,62.5,62.5,59.161228,6454700
1/4/2016,61.110001,61.91,60.860001,61.52,58.233578,11626800
1/5/2016,61.720001,62.59,61.720001,62.380001,59.047638,9220600
1/6/2016,61.299999,62.040001,61.150002,61.490002,58.2052,6551600
1/7/2016,60.389999,61.259998,59.779999,59.849998,56.652782,10881300
1/8/2016,60.060001,60.790001,58.66,58.869999,55.72514,11191300
1/11/2016,58.970001,60.040001,58.540001,59.549999,56.368816,12825000
1/12/2016,60.349998,60.82,59.57,59.939999,56.737984,8292200
1/13/2016,60.529999,60.529999,58.669998,58.779999,55.639946,9944300
1/14/2016,59,59.349998,57.279999,58.509998,55.384373,9989000
1/15/2016,56.93,58.139999,56.59,57.560001,54.485126,12208300
1/19/2016,58.189999,59.07,57.669998,58.32,55.204521,9924300
1/20/2016,57.25,59.59,56.75,59.040001,55.886051,16234200
1/21/2016,59.080002,61.16,59.060001,60.560001,57.324863,16121600
1/22/2016,61.290001,61.470001,60.59,60.880001,57.627762,8430100
1/25/2016,61.09,61.299999,60.619999,60.700001,57.457382,10383400
1/26/2016,60.490002,61.369999,60.27,61.110001,57.845486,8005200
1/27/2016,60.959999,61.099998,59.200001,59.580002,56.397209,8593700
1/28/2016,60.32,61.599998,59.98,61.200001,57.930672,10207000
1/29/2016,61.200001,62.16,61.200001,62.009998,58.697395,10475200
2/1/2016,61.75,63.470001,61.700001,63.16,59.785969,8247800
2/2/2016,63.02,63.5,62.310001,62.549999,59.208557,9458500
2/3/2016,62.880001,62.900002,61.299999,62.490002,59.151756,7213500
2/4/2016,62.02,62.16,59.990002,60.169998,56.955685,10455700
2/5/2016,59.759998,59.84,56.98,57.169998,54.115952,14415900
2/8/2016,56.099998,56.209999,53.639999,55.040001,52.099747,21214500
2/9/2016,54.5,56.619999,54.279999,55.68,52.705547,10915700
2/10/2016,56.540001,58.18,55.93,57.41,54.343136,13376800
2/11/2016,56.459999,56.91,55.389999,56,53.008457,13090900
2/12/2016,57.369999,57.450001,55.5,56.419998,53.406021,10229500
2/16/2016,57.57,58,56.82,57.790001,54.702839,8058000
2/17/2016,58.599998,58.599998,57.099998,58.169998,55.062531,10332700
2/18/2016,58.169998,58.959999,57.98,58.599998,55.469566,9658600
2/19/2016,58.5,59.310001,57.630001,59.310001,56.141628,10080100
2/22/2016,59.310001,60.48,59.259998,60.169998,56.955685,11523400
2/23/2016,60.259998,60.740002,59.889999,60.209999,56.993557,7504600
2/24/2016,59.740002,60.700001,59.200001,60.400002,57.173405,10390800
2/25/2016,60.68,62.380001,60.630001,62.380001,59.047638,8524300
2/26/2016,62.639999,63.490002,62.470001,62.599998,59.255875,8896100
2/29/2016,62.459999,62.68,61.580002,61.59,58.299835,7720600
3/1/2016,61.970001,63.099998,61.75,62.919998,59.558777,7438300
3/2/2016,62.52,62.889999,61.5,62.220001,58.896183,8465800
3/3/2016,62.049999,62.200001,60.919998,61.470001,58.336254,7924400
3/4/2016,61.419998,61.540001,60.380001,61.259998,58.136959,7279400
3/7/2016,61.07,61.139999,58.790001,59.25,56.229431,12829600
3/8/2016,59.029999,60.599998,58.709999,59.810001,56.760887,9307900
3/9/2016,59.580002,59.619999,57.950001,58.330002,55.356335,12766900
3/10/2016,58.700001,59.040001,57.970001,58.880001,55.878292,9402600
3/11/2016,59.130001,60.439999,59.130001,60.080002,57.017117,8834400
3/14/2016,60.189999,61.330002,60.099998,60.810001,57.709915,7090500
3/15/2016,60.5,61.75,60.360001,61.400002,58.269833,6188800
3/16/2016,61.470001,62.23,61.290001,61.860001,58.706375,7018300
3/17/2016,61.759998,63.380001,61.740002,63.18,59.959091,9926800
3/18/2016,63.549999,63.98,62.849998,62.990002,59.778767,13192900
3/21/2016,63.549999,65.290001,63.400002,64.720001,61.420582,13635400
3/22/2016,64.830002,65.440002,64.169998,64.900002,61.5914,18212900
3/23/2016,61.330002,63.450001,61.150002,62.439999,59.256805,26987000
3/24/2016,62.060001,62.139999,61.119999,61.650002,58.507084,12231300
3/28/2016,61.580002,61.98,61.25,61.34,58.212891,7899000
3/29/2016,61.259998,61.900002,61.25,61.490002,58.355259,7837800
3/30/2016,61.77,62.41,61.77,62.040001,58.877205,7859300
3/31/2016,61.990002,62.639999,61.310001,61.470001,58.336254,8257800
4/1/2016,61.220001,61.82,61.150002,61.59,58.450138,7555300
4/4/2016,61.73,61.849998,59.419998,59.970001,56.91272,16523400
4/5/2016,59.619999,60.169998,59.439999,59.669998,56.628033,7554000
4/6/2016,59.599998,60.68,59.189999,60.310001,57.235397,10201500
4/7/2016,59.790001,60.580002,59.709999,60.299999,57.225906,7092900
4/8/2016,60.490002,60.560001,59.32,59.419998,56.390774,8761700
4/11/2016,59.73,59.779999,57.82,57.919998,54.967243,12593400
4/12/2016,58,58.619999,56.889999,58.549999,55.565117,12471100
4/13/2016,59.02,59.950001,58.830002,59.580002,56.542614,10629100
4/14/2016,59.709999,60.34,59.439999,59.490002,56.457203,7785200
4/15/2016,59.02,59.59,58.389999,59.5,56.46669,7653600
4/18/2016,59.380001,60,59.380001,59.57,56.533123,6075900
4/19/2016,59.959999,59.990002,59.330002,59.560001,56.523636,6594400
4/20/2016,59.43,60.240002,59.43,59.619999,56.58057,7177500
4/21/2016,60.529999,60.529999,59.709999,60.080002,57.017117,7156700
4/22/2016,60.18,60.220001,58.970001,59.43,56.400257,8294300
4/25/2016,59.34,59.419998,58.759998,59.209999,56.191467,6117700
4/26/2016,59.310001,59.970001,59.27,59.540001,56.50465,5582200
4/27/2016,59.630001,59.73,58.630001,59.27,56.248413,8094600
4/28/2016,58.950001,59.889999,58.419998,58.540001,55.555637,6028600
4/29/2016,58.41,59.09,58.099998,58.939999,55.93523,8178700
5/2/2016,59.09,59.75,58.990002,59.59,56.552101,8647800
5/3/2016,59.240002,59.849998,59.029999,59.52,56.48568,8061300
5/4/2016,59.23,59.959999,58.82,59.110001,56.096573,8062800
5/5/2016,58.939999,58.98,58,58.189999,55.223476,7846000
5/6/2016,58.16,58.439999,57.380001,58.43,55.451252,7308000
5/9/2016,58.59,59.189999,58.450001,58.720001,55.72646,5604900
5/10/2016,58.610001,59.990002,58.610001,59.200001,56.181988,7600200
5/11/2016,58.5,58.68,56.849998,57.009998,54.10363,12823000
5/12/2016,57.52,58.34,57.310001,57.990002,55.033676,8083700
5/13/2016,57.740002,58.119999,57.279999,57.310001,54.388329,7392600
5/16/2016,57.27,57.529999,56.630001,57.139999,54.227005,8045900
5/17/2016,57.150002,57.380001,56.650002,57.099998,54.189049,7620700
5/18/2016,56.759998,56.869999,55.669998,56.119999,53.258999,11532800
5/19/2016,55.82,57.299999,55.669998,57.040001,54.132107,9376500
5/20/2016,55.880001,57.060001,55.41,56.48,53.600651,13745300
5/23/2016,56.599998,56.970001,55.950001,55.990002,53.135624,7780700
5/24/2016,56.049999,56.77,55.860001,56.59,53.705036,11098700
5/25/2016,56.470001,56.689999,55.77,55.990002,53.135624,9921500
5/26/2016,56.049999,56.360001,55.599998,55.84,52.993282,9063100
5/27/2016,56.169998,56.529999,55.98,56.189999,53.325432,8525900
5/31/2016,56.41,56.470001,55.169998,55.220001,52.404881,14233600
6/1/2016,53.330002,55.040001,52.919998,54.93,52.129677,28409300
6/2/2016,54.220001,54.669998,54.220001,54.529999,51.901237,13901700
6/3/2016,54.290001,54.57,53.400002,53.450001,50.873306,17265800
6/6/2016,53.77,54.540001,53.689999,54.299999,51.682331,13808300
6/7/2016,54.16,54.349998,53.549999,53.549999,50.968483,13334000
6/8/2016,53.830002,54.34,53.66,54.119999,51.511013,12068500
6/9/2016,54.110001,55.049999,53.880001,54.939999,52.291473,11609800
6/10/2016,54.639999,55.360001,54.549999,55.110001,52.453274,12183600
6/13/2016,55,55.639999,54.880001,54.91,52.262917,8582200
6/14/2016,54.580002,54.939999,54.080002,54.119999,51.511013,9585600
6/15/2016,54.240002,55.060001,54.240002,54.310001,51.691845,7498400
6/16/2016,53.540001,53.639999,52.939999,53.470001,50.892345,14456500
6/17/2016,53.450001,53.869999,53.16,53.709999,51.120773,11007100
6/20/2016,54.23,55.150002,54.23,54.360001,51.739437,8429400
6/21/2016,54.459999,55.09,54.439999,54.77,52.129673,8278200
6/22/2016,55,55.139999,54.529999,54.57,51.939304,7019600
6/23/2016,55.110001,55.18,53.950001,54.119999,51.511013,11219800
6/24/2016,52.360001,53.360001,52.18,52.59,50.054768,18481200
6/27/2016,52,52.52,51.48,51.889999,49.388512,15265700
6/28/2016,52.040001,53.200001,51.57,53.09,50.530663,20837800
6/29/2016,54.5,55.139999,52.889999,55.130001,52.472313,36084800
6/30/2016,55.290001,55.43,54.599998,55.200001,52.538944,17350500
7/1/2016,55.07,55.810001,54.91,55.610001,52.929176,9285100
7/5/2016,55.34,55.91,55.009998,55.200001,52.538944,10256100
7/6/2016,54.880001,55.810001,54.82,55.799999,53.11002,7863400
7/7/2016,55.799999,55.98,55.560001,55.919998,53.224228,6948000
7/8/2016,56.099998,56.82,56.09,56.720001,53.985672,8645900
7/11/2016,56.830002,57.23,56.709999,56.830002,54.090359,8122500
7/12/2016,57.09,58.200001,57.07,58.060001,55.26107,11164400
7/13/2016,58.18,58.439999,57.73,57.990002,55.194443,9126500
7/14/2016,58.299999,58.599998,58.150002,58.490002,55.670341,7488400
7/15/2016,58.59,58.869999,57.869999,57.869999,55.080227,9225200
7/18/2016,58,58.16,57.740002,57.740002,54.95649,6478900
7/19/2016,57.459999,57.77,57.150002,57.759998,54.975529,7442700
7/20/2016,57.990002,58.099998,57.740002,57.759998,54.975529,5872400
7/21/2016,57.990002,58.029999,56.57,56.990002,54.242645,8262000
7/22/2016,56.82,56.959999,56.43,56.73,53.995186,8614700
7/25/2016,56.869999,57.150002,56.459999,57.139999,54.385414,7256300
7/26/2016,57.200001,57.869999,56.25,56.369999,53.652546,8546700
7/27/2016,56.5,57,55.470001,55.790001,53.100494,10295400
7/28/2016,55.59,55.810001,54.98,55.450001,52.776894,9574100
7/29/2016,55.27,55.66,55.209999,55.5,52.824474,6353400
8/1/2016,55.73,55.869999,55.299999,55.41,52.738819,6268400
8/2/2016,55.23,55.279999,54.779999,54.919998,52.272434,7145600
8/3/2016,54.549999,55.189999,54.279999,54.75,52.110634,9687300
8/4/2016,54.959999,55.57,54.650002,54.790001,52.148705,8678100
8/5/2016,55.32,56.060001,55.169998,55.849998,53.157604,7512500
8/8/2016,56.130001,56.389999,55.68,55.98,53.281334,6307000
8/9/2016,56.080002,56.240002,55.689999,55.77,53.08147,8044400
8/10/2016,55.950001,56.18,55.07,55.130001,52.472313,6881400
8/11/2016,55.630001,56.889999,55.48,56.73,53.995186,9539500
8/12/2016,56.700001,56.759998,56.130001,56.450001,53.728683,5393400
8/15/2016,56.650002,57.060001,56.619999,56.77,54.033249,4836300
8/16/2016,56.799999,57.040001,56.419998,56.880001,54.137947,4901800
8/17/2016,56.869999,56.970001,56.540001,56.860001,54.118919,7340500
8/18/2016,56.990002,57.459999,56.900002,57.209999,54.452042,6043600
8/19/2016,57.400002,59.139999,57.25,58.900002,56.060577,15987100
8/22/2016,58.82,59.459999,58.650002,58.66,55.832142,8266000
8/23/2016,58.799999,59.799999,58.799999,59.619999,56.745865,8222800
8/24/2016,59.889999,60.330002,59.720001,60.220001,57.316933,11379000
8/25/2016,60.009998,60.150002,59.029999,59.240002,56.384178,8713900
8/26/2016,58.57,59.200001,58.299999,59,56.15575,9994300
8/29/2016,59.200001,59.25,58.529999,58.630001,55.803593,5831000
8/30/2016,58.459999,58.759998,57.849998,58,55.203964,6344600
8/31/2016,57.860001,58.279999,57.189999,57.639999,54.861309,7723600
9/1/2016,57.669998,58.549999,57.529999,58.540001,55.873024,8225000
9/2/2016,58.630001,59.18,57.990002,58.02,55.528484,6933100
9/6/2016,58.25,58.380001,57.209999,57.41,54.944679,9771800
9/7/2016,57.48,57.779999,57.009998,57.720001,55.24136,7536100
9/8/2016,56.880001,57.27,56.110001,56.169998,53.757923,12741900
9/9/2016,55.880001,56,55.27,55.330002,52.953999,11310400
9/12/2016,55,56.119999,54.950001,56.009998,53.60479,7470900
9/13/2016,55.860001,55.939999,55.119999,55.369999,52.992279,7359400
9/14/2016,55.16,55.560001,54.93,55.130001,52.762585,7621200
9/15/2016,55,55.540001,54.810001,55.470001,53.087986,6283900
9/16/2016,55.240002,55.360001,55.049999,55.18,52.81044,11715400
9/19/2016,55.380001,55.470001,54.93,54.950001,52.590321,7671300
9/20/2016,55.259998,55.439999,54.759998,54.869999,52.513748,8563000
9/21/2016,55.02,55.380001,54.610001,55.34,52.963566,8041700
9/22/2016,55.470001,55.98,55.240002,55.41,53.030567,8052400
9/23/2016,55.02,55.709999,54.91,55.150002,52.781734,8921700
9/26/2016,54.799999,55,54.080002,54.400002,52.063938,11629600
9/27/2016,54.25,55.540001,53.900002,55.34,52.963566,17945200
9/28/2016,54.599998,55,52.799999,53.25,50.963314,33213000
9/29/2016,52.919998,53.580002,52.119999,52.16,49.92012,16993900
9/30/2016,52.57,53.060001,52.279999,52.650002,50.389084,12940200
10/3/2016,52.540001,53,52.419998,52.669998,50.408226,7632500
10/4/2016,52.900002,53.060001,52.080002,52.139999,49.900978,10737400
10/5/2016,52.150002,52.639999,52.099998,52.119999,49.881844,7244100
10/6/2016,52.200001,52.330002,51.970001,52.029999,49.795704,9391700
10/7/2016,52.419998,52.459999,51.68,51.790001,49.566017,8407100
10/10/2016,52.130001,52.25,51.77,51.790001,49.566017,5469300
10/11/2016,51.950001,52.25,51.52,51.82,49.594715,9203500
10/12/2016,52.009998,52.709999,51.799999,52.439999,50.188103,9301300
10/13/2016,52.119999,52.32,51.5,52.029999,49.795704,8425800
10/14/2016,52.380001,52.5,51.619999,51.619999,49.403305,7133800
10/17/2016,51.650002,51.75,50.959999,51.029999,48.838654,7904000
10/18/2016,51.299999,51.66,51.189999,51.220001,49.020489,6805200
10/19/2016,51.34,51.84,51.139999,51.799999,49.575588,6999000
10/20/2016,51.77,52.360001,51.689999,51.889999,49.66172,6590500
10/21/2016,51.740002,51.869999,51.25,51.77,49.546871,9161000
10/24/2016,52.16,52.290001,51.830002,51.869999,49.642582,7578200
10/25/2016,50.970001,51.439999,50.709999,51.049999,48.857796,14975300
10/26/2016,50.950001,52.27,50.900002,51.970001,49.738281,12401100
10/27/2016,52.34,52.34,51.689999,51.889999,49.66172,7939200
10/28/2016,52.119999,52.5,51.790001,52.02,49.786137,9096700
10/31/2016,50.880001,51.150002,50,50.18,48.02515,17931300
11/1/2016,50.5,50.509998,49.139999,49.619999,47.489197,14100400
11/2/2016,49.240002,50.27,49.009998,49.720001,47.584904,10775900
11/3/2016,49.98,50,49.310001,49.73,47.594471,7678700
11/4/2016,49.799999,50.450001,49.759998,49.959999,47.814594,9925200
11/7/2016,50.48,50.93,50.279999,50.91,48.723801,8358700
11/8/2016,51.099998,51.490002,50.950001,51.080002,48.886501,8111400
11/9/2016,50.07,51.27,49.799999,51.119999,48.924778,9058600
11/10/2016,51.290001,51.369999,50.330002,50.389999,48.226131,12316100
11/11/2016,50.220001,50.849998,50.18,50.77,48.589821,6300600
